vote_2020,age,gender,interest,state,household_income,hispanic,education,ideo5,vote_trump,vote_Biden,agegroup,race
Joe Biden,43,Male,Most of the time,FL,"$30,000 to $34,999",Not Hispanic,Associate Degree,Liberal,0,1,36 to 50,White
Donald Trump,42,Male,Most of the time,TX,"Less than $14,999",Not Hispanic,Completed some high school,Very Conservative,1,0,36 to 50,other asian or pacific islander
Donald Trump,41,Male,Most of the time,WI,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Liberal,1,0,36 to 50,White
Joe Biden,19,Male,Some of the time,FL,"Less than $14,999",Not Hispanic,High school graduate,Very Liberal,0,1,20 or less,"Black, or African American"
Joe Biden,62,Male,Some of the time,MI,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,30,Male,Only now and then,CA,"$40,000 to $44,999",Not Hispanic,Associate Degree,Moderate,0,1,21 to 35,White
Joe Biden,19,Male,Only now and then,IA,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,20 or less,White
Donald Trump,42,Male,Some of the time,OH,"$200,000 to $249,999",Not Hispanic,Masters degree,Conservative,1,0,36 to 50,White
Joe Biden,61,Male,Only now and then,MI,"$25,000 to $29,999",Not Hispanic,Completed some high school,Moderate,0,1,51 to 65,White
Donald Trump,39,Male,Most of the time,NJ,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Liberal,1,0,36 to 50,White
Joe Biden,66,Female,Most of the time,CA,"$75,000 to $79,999",Not Hispanic,Masters degree,Very Conservative,0,1,66 to 80,White
Donald Trump,38,Male,Some of the time,TN,"Less than $14,999",Not Hispanic,Completed some high school,Liberal,1,0,36 to 50,White
Joe Biden,35,Male,Most of the time,NY,"$200,000 to $249,999",Not Hispanic,Masters degree,Moderate,0,1,21 to 35,White
Joe Biden,25,Male,Some of the time,MO,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Donald Trump,35,Female,Most of the time,OH,"$90,000 to $94,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,21 to 35,White
Joe Biden,25,Male,Some of the time,TX,"Less than $14,999",Mexican,Associate Degree,Conservative,0,1,21 to 35,Other race
Joe Biden,70,Male,Most of the time,MD,"$125,000 to $149,999",Not Hispanic,High school graduate,Liberal,0,1,66 to 80,"Black, or African American"
Joe Biden,82,Female,Most of the time,AZ,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,above 80,White
Donald Trump,50,Male,Some of the time,ME,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,White
Donald Trump,35,Male,Some of the time,NJ,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Conservative,1,0,21 to 35,White
Donald Trump,56,Male,Most of the time,WI,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Donald Trump,51,Male,Some of the time,SC,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,51 to 65,White
Donald Trump,31,Female,Some of the time,ID,"$45,000 to $49,999",Not Hispanic,High school graduate,Very Conservative,1,0,21 to 35,White
Donald Trump,34,Female,Most of the time,LA,"$125,000 to $149,999",Venezuelan,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,21 to 35,White
Donald Trump,30,Male,Hardly at all,FL,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,21 to 35,White
Joe Biden,31,Male,Some of the time,MO,"$45,000 to $49,999",Not Hispanic,High school graduate,Very Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,18,Male,Most of the time,CO,"$200,000 to $249,999",Not Hispanic,High school graduate,Liberal,0,1,20 or less,White
Donald Trump,66,Male,Most of the time,PA,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,66 to 80,White
Donald Trump,43,Male,Some of the time,NH,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Liberal,1,0,36 to 50,White
Donald Trump,37,Male,Most of the time,VA,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,36 to 50,White
Donald Trump,44,Male,Most of the time,NC,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,Other race
Joe Biden,54,Male,Most of the time,VA,"$35,000 to $39,999",Not Hispanic,High school graduate,Liberal,0,1,51 to 65,"Black, or African American"
Donald Trump,69,Male,Only now and then,FL,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,66 to 80,White
Joe Biden,66,Female,Most of the time,NE,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,0,1,66 to 80,White
Joe Biden,42,Male,Most of the time,CA,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Liberal,0,1,36 to 50,White
Donald Trump,66,Female,Some of the time,OR,"$20,000 to $24,999",Not Hispanic,Completed some high school,Moderate,1,0,66 to 80,White
Joe Biden,77,Female,Most of the time,NJ,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,66 to 80,White
Joe Biden,44,Female,Most of the time,PA,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Joe Biden,75,Male,Most of the time,WA,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,35,Male,Most of the time,FL,"$60,000 to $64,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,White
Joe Biden,32,Male,Most of the time,CA,"$65,000 to $69,999",Not Hispanic,Completed some high school,Very Liberal,0,1,21 to 35,other asian or pacific islander
Donald Trump,45,Male,Most of the time,CA,"$100,000 to $124,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Donald Trump,53,Female,Some of the time,AZ,"$50,000 to $54,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
Donald Trump,40,Male,Most of the time,NY,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Donald Trump,38,Female,Most of the time,TX,"Less than $14,999",Mexican,Completed some high school,Moderate,1,0,36 to 50,White
Joe Biden,28,Female,Only now and then,TX,"$30,000 to $34,999",Spanish,"Completed some college, but no degree",Liberal,0,1,21 to 35,White
Donald Trump,67,Male,Hardly at all,FL,"$70,000 to $74,999",Not Hispanic,Masters degree,Conservative,1,0,66 to 80,White
Joe Biden,44,Female,Most of the time,CA,"$40,000 to $44,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Joe Biden,57,Male,Most of the time,CO,"Less than $14,999",Not Hispanic,High school graduate,Very Liberal,0,1,51 to 65,"Black, or African American"
Joe Biden,24,Male,Only now and then,FL,"$70,000 to $74,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,21 to 35,"Black, or African American"
Donald Trump,65,Female,Most of the time,MD,"$60,000 to $64,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,51 to 65,White
Donald Trump,20,Female,Most of the time,NY,"Less than $14,999",Colombian,Associate Degree,Very Liberal,1,0,20 or less,White
Donald Trump,32,Female,Some of the time,CA,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,21 to 35,White
Joe Biden,42,Male,Most of the time,NC,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Donald Trump,55,Male,Some of the time,OH,"$45,000 to $49,999",Mexican,Doctorate degree,Moderate,1,0,51 to 65,White
Donald Trump,20,Female,Most of the time,TX,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,20 or less,Other race
Joe Biden,52,Male,Some of the time,CA,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Donald Trump,40,Male,Some of the time,NC,"$100,000 to $124,999",Not Hispanic,High school graduate,Conservative,1,0,36 to 50,White
Joe Biden,54,Male,Most of the time,IA,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,51 to 65,White
Donald Trump,78,Male,Most of the time,GA,"$30,000 to $34,999",Not Hispanic,High school graduate,Very Conservative,1,0,66 to 80,White
Donald Trump,54,Female,Most of the time,AZ,"$30,000 to $34,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,"Black, or African American"
Joe Biden,37,Female,Most of the time,SC,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Not Sure,0,1,36 to 50,"Black, or African American"
Joe Biden,76,Male,Most of the time,OH,"$75,000 to $79,999",Not Hispanic,Associate Degree,Moderate,0,1,66 to 80,White
Joe Biden,41,Male,Most of the time,VA,"$100,000 to $124,999",Not Hispanic,Masters degree,Moderate,0,1,36 to 50,White
Joe Biden,71,Male,Some of the time,IN,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,66 to 80,White
Donald Trump,40,Male,Most of the time,GA,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Donald Trump,69,Female,Some of the time,MA,"$125,000 to $149,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Donald Trump,43,Female,Most of the time,MD,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Donald Trump,37,Female,Most of the time,OH,"$55,000 to $59,999",Not Hispanic,High school graduate,Conservative,1,0,36 to 50,White
Donald Trump,35,Male,Some of the time,NC,"$250,000 and above",Not Hispanic,Masters degree,Conservative,1,0,21 to 35,White
Joe Biden,21,Female,Some of the time,WI,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,other asian or pacific islander
Joe Biden,25,Female,Only now and then,IL,"Less than $14,999",Not Hispanic,High school graduate,Not Sure,0,1,21 to 35,"Black, or African American"
Joe Biden,32,Male,Some of the time,CA,"$45,000 to $49,999",Mexican,"Completed some college, but no degree",Very Conservative,0,1,21 to 35,Other race
Donald Trump,35,Female,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,Masters degree,Conservative,1,0,21 to 35,White
Donald Trump,40,Male,Some of the time,CA,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Moderate,1,0,36 to 50,White
Donald Trump,43,Male,Some of the time,MO,"$25,000 to $29,999",Not Hispanic,Completed some high school,Very Conservative,1,0,36 to 50,White
Donald Trump,51,Female,Only now and then,MI,"$200,000 to $249,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,31,Male,Most of the time,NY,"$45,000 to $49,999",Mexican,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,21 to 35,White
Donald Trump,28,Female,Some of the time,FL,"$50,000 to $54,999",Cuban,"Completed some college, but no degree",Liberal,1,0,21 to 35,White
Joe Biden,18,Female,Only now and then,NV,"Less than $14,999",Other Hispanic,High school graduate,Moderate,0,1,20 or less,Other race
Joe Biden,28,Female,Most of the time,NC,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,57,Male,Most of the time,MS,"$200,000 to $249,999",Not Hispanic,Masters degree,Moderate,0,1,51 to 65,"Black, or African American"
Joe Biden,65,Male,Most of the time,MI,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,"Black, or African American"
Donald Trump,59,Female,Most of the time,AZ,"$50,000 to $54,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,White
Joe Biden,20,Female,Most of the time,MI,"$90,000 to $94,999",Mexican,"Completed some college, but no degree",Liberal,0,1,20 or less,White
Joe Biden,29,Male,Some of the time,CA,"$100,000 to $124,999",Argentinian,Masters degree,Liberal,0,1,21 to 35,White
Joe Biden,63,Female,Most of the time,IL,"$65,000 to $69,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,73,Male,Some of the time,CA,"$85,000 to $89,999",Nicaraguan,Masters degree,Moderate,0,1,66 to 80,White
Donald Trump,25,Male,Most of the time,FL,"$25,000 to $29,999",Not Hispanic,Associate Degree,Conservative,1,0,21 to 35,White
Joe Biden,18,Male,Only now and then,CA,"$100,000 to $124,999",Mexican,Completed some high school,Liberal,0,1,20 or less,Other race
Joe Biden,23,Female,Some of the time,TX,"$125,000 to $149,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,21 to 35,"Black, or African American"
Joe Biden,44,Male,Only now and then,TX,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Donald Trump,54,Female,Some of the time,IN,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,36,Male,Most of the time,FL,"$55,000 to $59,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,36 to 50,White
Joe Biden,44,Male,Only now and then,MN,"$75,000 to $79,999",Venezuelan,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,White
Joe Biden,19,Female,Some of the time,FL,"$90,000 to $94,999",Cuban,"Completed some college, but no degree",Very Liberal,0,1,20 or less,White
Donald Trump,34,Male,Most of the time,WV,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Not Sure,1,0,21 to 35,White
Donald Trump,69,Male,Most of the time,KS,"Less than $14,999",Not Hispanic,Associate Degree,Very Conservative,1,0,66 to 80,White
Joe Biden,25,Female,Some of the time,CA,"$20,000 to $24,999",Mexican,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,70,Female,Most of the time,KY,"$15,000 to $19,999",Not Hispanic,High school graduate,Conservative,0,1,66 to 80,White
Joe Biden,19,Female,Some of the time,TX,"$250,000 and above",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,20 or less,White
Donald Trump,65,Male,Most of the time,PA,"$70,000 to $74,999",Not Hispanic,High school graduate,Moderate,1,0,51 to 65,White
Donald Trump,66,Male,Most of the time,OH,"$80,000 to $84,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Joe Biden,42,Male,Some of the time,NJ,"$250,000 and above",Not Hispanic,Masters degree,Conservative,0,1,36 to 50,White
Donald Trump,30,Male,Most of the time,WV,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,1,0,21 to 35,White
Joe Biden,40,Female,Only now and then,PA,"$100,000 to $124,999",Not Hispanic,Associate Degree,Moderate,0,1,36 to 50,White
Joe Biden,52,Female,Most of the time,NC,"$95,000 to $99,999",Argentinian,"Completed some college, but no degree",Moderate,0,1,51 to 65,White
Joe Biden,40,Male,Some of the time,VA,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Donald Trump,40,Male,Some of the time,NY,"$150,000 to $174,999",Not Hispanic,Masters degree,Moderate,1,0,36 to 50,White
Donald Trump,40,Male,Most of the time,CA,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,1,0,36 to 50,White
Joe Biden,74,Female,Most of the time,VA,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,0,1,66 to 80,White
Joe Biden,49,Male,Some of the time,IL,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,36 to 50,"Black, or African American"
Donald Trump,45,Male,Most of the time,NC,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,White
Joe Biden,41,Male,Most of the time,FL,"$150,000 to $174,999",Not Hispanic,Masters degree,Very Conservative,0,1,36 to 50,White
Donald Trump,34,Female,Most of the time,TX,"$125,000 to $149,999",Venezuelan,"College Degree (such as B.A., B.S.)",Conservative,1,0,21 to 35,White
Joe Biden,50,Female,Some of the time,MA,"$50,000 to $54,999",Not Hispanic,Doctorate degree,Moderate,0,1,36 to 50,Chinese
Donald Trump,69,Female,Most of the time,GA,"$25,000 to $29,999",Not Hispanic,High school graduate,Very Conservative,1,0,66 to 80,White
Joe Biden,39,Male,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,Associate Degree,Moderate,0,1,36 to 50,White
Donald Trump,45,Female,Some of the time,KY,"$45,000 to $49,999",Not Hispanic,High school graduate,Very Conservative,1,0,36 to 50,White
Joe Biden,77,Male,Most of the time,AZ,"$70,000 to $74,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,66 to 80,White
Joe Biden,49,Male,Most of the time,NY,"$50,000 to $54,999",Other Hispanic,Masters degree,Liberal,0,1,36 to 50,"Black, or African American"
Joe Biden,71,Female,Some of the time,FL,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,66 to 80,White
Joe Biden,39,Male,Most of the time,TX,"$40,000 to $44,999",Mexican,High school graduate,Liberal,0,1,36 to 50,White
Joe Biden,36,Male,Some of the time,WI,"$15,000 to $19,999",Other Hispanic,High school graduate,Very Liberal,0,1,36 to 50,White
Donald Trump,35,Male,Most of the time,FL,"$100,000 to $124,999",Mexican,Doctorate degree,Liberal,1,0,21 to 35,White
Joe Biden,20,Male,Some of the time,CA,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,20 or less,White
Joe Biden,34,Male,Some of the time,FL,"$70,000 to $74,999",Cuban,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Joe Biden,20,Female,Most of the time,CT,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,20 or less,"Black, or African American"
Joe Biden,34,Male,Only now and then,NC,"$85,000 to $89,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Not Sure,0,1,21 to 35,White
Joe Biden,26,Female,Some of the time,CA,"$20,000 to $24,999",Mexican,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,Other race
